m1	m2	ani	group
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.633177632	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.636436145	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.633507195	T-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.632509385	T-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.641637292	T-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.64450545	T-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.631086744	CS-W
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.638171269	CS-CS
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.638892211	CS-CS
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.632943168	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.631118888	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.63487629	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.63408406	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.630503113	CS-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.640776814	CS-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.622023609	CS-W
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.646189649	CS-CS
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.633796718	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.640570737	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.637485576	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.631921171	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.639175681	CS-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.644609766	CS-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.643507474	CS-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.628851439	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.621681776	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.630431629	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.624810795	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.615941973	CS-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.6114	CS-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.627165606	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	0.645250409	W-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	0.675095676	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	0.676072663	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	0.674439589	W-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	0.679050758	W-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	0.648154021	W-W
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	0.650008006	W-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	0.671343133	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	0.684980767	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	0.667052247	W-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	0.661865497	W-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	0.64545958	W-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	0.644118518	W-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	0.668183207	W-W
